3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
3.896997414599698978e-02,2.388785723421017693e+00,4.066080334310102273e+01,9.994092801232332590e+01
